bid,tid,nid,fid,face_path,congruency,corrResp
1,1,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,2,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,3,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,4,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,5,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,6,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,7,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,8,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,9,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,10,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,11,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,12,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,13,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,14,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,15,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,16,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,17,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,18,Clooney,Clooney,../images/Clooney.jpg,congruent,v
1,19,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,20,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,21,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,22,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,23,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,24,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,25,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,26,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,27,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,28,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,29,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,30,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,31,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,32,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,33,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,34,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,35,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,36,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
1,37,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,38,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,39,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,40,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,41,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,42,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,43,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,44,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,45,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,46,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,47,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,48,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,49,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,50,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,51,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,52,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,53,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,54,Clooney,Damon,../images/Damon.jpg,incongruent,n
1,55,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
1,56,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
1,57,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
1,58,Cruise,Cruise,../images/Cruise.jpg,congruent,b
1,59,Cruise,Cruise,../images/Cruise.jpg,congruent,b
1,60,Cruise,Cruise,../images/Cruise.jpg,congruent,b
1,61,Cruise,Damon,../images/Damon.jpg,incongruent,n
1,62,Cruise,Damon,../images/Damon.jpg,incongruent,n
1,63,Cruise,Damon,../images/Damon.jpg,incongruent,n
1,64,Damon,Clooney,../images/Clooney.jpg,incongruent,v
1,65,Damon,Clooney,../images/Clooney.jpg,incongruent,v
1,66,Damon,Clooney,../images/Clooney.jpg,incongruent,v
1,67,Damon,Cruise,../images/Cruise.jpg,incongruent,b
1,68,Damon,Cruise,../images/Cruise.jpg,incongruent,b
1,69,Damon,Cruise,../images/Cruise.jpg,incongruent,b
1,70,Damon,Damon,../images/Damon.jpg,congruent,n
1,71,Damon,Damon,../images/Damon.jpg,congruent,n
1,72,Damon,Damon,../images/Damon.jpg,congruent,n
2,1,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,2,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,3,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,4,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,5,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,6,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,7,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,8,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,9,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,10,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,11,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,12,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,13,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,14,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,15,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,16,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,17,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,18,Clooney,Clooney,../images/Clooney.jpg,congruent,v
2,19,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,20,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,21,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,22,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,23,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,24,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,25,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,26,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,27,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,28,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,29,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,30,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,31,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,32,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,33,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,34,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,35,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,36,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
2,37,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,38,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,39,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,40,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,41,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,42,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,43,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,44,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,45,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,46,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,47,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,48,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,49,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,50,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,51,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,52,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,53,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,54,Clooney,Damon,../images/Damon.jpg,incongruent,n
2,55,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
2,56,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
2,57,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
